"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.350441042E0,4.922836347E0,-5.754193468E0,1.932691153E-1,7.575118026E0
2.360396042E0,2.727322059E0,-6.015040097E0,1.019134605E-1,6.605253919E0
2.370351042E0,-7.745797804E-1,-6.723608614E0,5.960417747E-2,6.768340955E0
2.380306042E0,-3.174605405E0,-7.565021192E0,-1.520328695E-1,8.205533444E0
2.390261042E0,-5.215381901E0,-7.453380303E0,-2.496817802E0,9.433301938E0
2.400216042E0,-5.195707190E0,-5.944496364E0,-6.726862589E0,1.037222688E1
2.410171042E0,-5.669432230E0,-3.594586347E0,-9.347677031E0,1.150836994E1
2.420126042E0,-4.318157357E0,1.638822520E-1,-6.774393436E0,8.035281375E0
2.430081042E0,-6.173539402E0,2.611872879E0,-5.662808504E0,8.775070874E0
2.440036042E0,-6.398733219E0,3.341929328E0,-4.372313392E0,8.439751349E0
2.449991042E0,-3.992197596E0,2.328622059E0,-2.915110360E0,5.464246586E0
2.459946042E0,-4.740969229E-1,2.094864410E0,-3.268366970E0,3.910939458E0
2.469901042E0,1.139674225E0,1.711308698E0,-1.608973361E0,2.610791082E0
2.479856042E0,2.178852646E0,1.495065215E0,9.750389975E-1,2.816614971E0
2.489811042E0,3.369159227E0,1.115397316E0,9.291088262E-1,3.668594865E0
2.499765042E0,3.599045434E0,1.174498048E0,-3.412277180E-1,3.801185349E0
2.509720042E0,2.120119558E0,1.735676385E0,-1.287308965E0,3.027316274E0
2.519675042E0,1.971045233E0,2.206202998E0,-2.282389879E0,3.736529745E0
2.529630042E0,2.126573276E0,2.370603898E0,-2.913454136E0,4.316282167E0
2.539585042E0,2.407743657E0,2.513983473E0,-3.057175189E0,4.632889223E0
2.549540042E0,2.956326798E0,2.334248250E0,-3.000437901E0,4.815725348E0
2.559495042E0,3.177964923E0,2.011174382E0,-2.694437026E0,4.626475368E0
2.569450042E0,3.097337082E0,1.833371079E0,-2.251068976E0,4.245239457E0
2.579405042E0,3.079910917E0,1.725578828E0,-1.934730223E0,4.025748947E0
2.589360042E0,3.082086666E0,1.691216496E0,-1.703856422E0,3.906737534E0
2.599315042E0,3.044040003E0,1.878636129E0,-1.394627591E0,3.839327984E0
2.609270042E0,3.105028802E0,2.133148470E0,-9.567451063E-1,3.886757962E0
2.619225042E0,3.181227085E0,2.260033634E0,-3.550443962E-1,3.918419875E0
2.629180042E0,2.694731433E0,2.561830069E0,5.756057560E-1,3.762429107E0
2.639134042E0,1.762745192E0,2.966245138E0,9.181587455E-1,3.570559664E0
2.649089042E0,6.256570449E-1,3.258553880E0,6.016287893E-1,3.372176942E0
2.659044042E0,-2.547234249E-1,3.560066140E0,5.725669581E-1,3.614801221E0
2.668999042E0,-1.522014154E0,3.618871003E0,5.636598945E-1,3.966165264E0
2.678954042E0,-3.542442048E0,3.050385987E0,5.132580650E-1,4.702891044E0
2.688909042E0,-6.116355972E0,2.110267730E0,5.392699885E-1,6.492599818E0
2.698864042E0,-7.489827168E0,4.668656713E-1,5.329501717E-1,7.523264614E0
2.708819042E0,-7.989051331E0,-1.638773403E0,4.191374812E-1,8.166161623E0
2.718774042E0,-7.876100081E0,-2.321770291E0,1.961261087E0,8.442162924E0
2.728729042E0,-5.328631943E0,-2.965382089E0,3.768229941E0,7.168498184E0
2.738684042E0,-2.244862449E0,-3.018719805E0,4.231884614E0,5.662236666E0
2.748639042E0,-1.545458127E0,-2.054053769E0,3.196413766E0,4.101784815E0
2.758594042E0,-2.711124687E0,-6.156071430E-1,3.070081163E0,4.141807283E0
2.768549042E0,-3.532494764E0,5.025167298E-1,2.838540779E0,4.559424972E0
2.778503042E0,-2.961702144E0,1.166928828E-2,1.251197146E0,3.215168745E0
2.788458042E0,-2.055280222E0,-2.058909296E0,-9.365695810E-1,3.056214466E0
2.798413042E0,-6.151519373E-1,-4.722022496E0,-3.019134081E0,5.638357824E0
2.808368042E0,9.513699071E-1,-6.404583943E0,-2.904278978E0,7.096381935E0
2.818323042E0,1.284914238E0,-6.993717817E0,-2.745775872E0,7.622491629E0
2.828278042E0,6.036485638E-1,-8.748646159E0,-4.434423393E0,9.826866847E0
2.838233042E0,9.900944084E-2,-1.072023372E1,-5.238680717E0,1.193218293E1
2.848188042E0,-7.094511536E-1,-7.536889653E0,-5.214859160E0,9.192539510E0
2.858143042E0,-3.183123337E-1,-2.295168384E0,-2.847725000E0,3.671329232E0
2.868098042E0,1.049260045E0,1.743539135E0,5.598701678E-1,2.110528361E0
2.878053042E0,2.612736513E0,4.144248008E0,2.500356537E0,5.500269670E0
2.888008042E0,4.540072348E0,4.117364264E0,1.678713102E0,6.354763810E0
2.897963042E0,5.226771693E0,3.117225509E0,-2.573853698E-1,6.091180873E0
2.907918042E0,5.427643431E0,1.793877230E0,-8.432534279E-1,5.778268346E0
2.917872042E0,3.993619639E0,-1.651872920E0,-8.526029795E-1,4.405066834E0
2.927827042E0,2.718611170E0,-5.082989829E0,-6.529904392E-1,5.801209254E0
2.937782042E0,2.813703561E0,-6.451434758E0,-1.588079213E0,7.215257012E0
2.947737042E0,2.198318027E0,-4.991789052E0,-3.296654922E0,6.373263981E0
2.957692042E0,5.732377799E-1,-2.188660766E0,-1.939440740E0,2.979977833E0
2.967647042E0,-3.413005158E-1,-5.616426051E-2,-7.043184677E-1,7.846687009E-1
2.977602042E0,-1.462818405E-1,1.298181278E0,-7.918996717E-1,1.527670808E0
2.987557042E0,1.517082320E0,1.945061084E0,-4.835584487E-1,2.513688557E0
2.997512042E0,2.586985375E0,1.757605782E0,3.973257588E-1,3.152703471E0
3.007467042E0,3.293083443E0,1.587220842E0,3.756543696E-1,3.674885681E0
3.017422042E0,2.998838103E0,1.348366175E0,-5.279753606E-1,3.330147037E0
3.027377042E0,1.940125303E0,1.134264527E0,-1.341612641E0,2.617358724E0
3.037332042E0,1.834390687E0,9.309077221E-1,-1.769076119E0,2.713154750E0
3.047286042E0,1.207477368E0,6.136799008E-1,-1.702275335E0,2.175395580E0
3.057241042E0,2.991533469E-1,1.190645134E0,-1.148304861E0,1.680991557E0
3.067195208E0,-6.381810500E-1,1.921405588E0,-6.162789881E-1,2.116335106E0
3.077150208E0,-1.063414692E0,2.200479158E0,-5.139926215E-1,2.497428227E0
3.087105208E0,-8.291272858E-1,2.121209040E0,-3.664227855E-1,2.306782501E0
3.097060208E0,-2.200570375E-1,1.878313948E0,-2.469001427E-2,1.891321756E0
3.107015208E0,-1.624346276E-1,1.260764360E0,2.304422041E-1,1.291903785E0
3.116970208E0,-1.646399780E-1,6.763158596E-1,7.811312932E-1,1.046267443E0
3.126925208E0,-1.382760521E-1,3.879691905E-1,8.185850483E-1,9.163633781E-1
3.136880208E0,-1.906815762E-1,4.480692118E-1,4.006828646E-1,6.306125911E-1
3.146835208E0,-3.193415167E-1,6.369822246E-1,1.113468466E-1,7.211958673E-1
3.156790208E0,-5.909203447E-1,6.951251829E-1,-1.106825298E-1,9.190410742E-1
3.166745208E0,-8.718655352E-1,4.815135312E-1,-3.687991305E-1,1.062081725E0
